Instructor,Course,Semester,Course_Grade,Pre,Pre %,Post,Post %,% Change,%_Possible_Change,Normalized_Gain
H,Bio 1530,2015_SU,81.00,10,24,18,43,19,76,0.25
H,Bio 1530,2015_SU,80.00,9,21,19,45,24,79,0.30
H,Bio 1530,2015_SU,78.00,8,19,21,50,31,81,0.38
H,Bio 1530,2015_SU,77.00,12,29,10,24,-5,71,0.00
H,Bio 1530,2015_SU,75.00,9,21,11,26,5,79,0.06
H,Bio 1530,2015_SU,71.00,10,24,21,50,26,76,0.34
H,Bio 1530,2015_SU,71.00,10,24,11,26,2,76,0.03
H,Bio 1530,2015_SU,68.00,24,57,18,43,-14,43,0.00
H,Bio 1530,2015_SU,66.00,4,10,8,19,10,90,0.11
H,Bio 1530,2015_SU,65.00,9,21,15,36,14,79,0.18
H,Bio 1530,2015_SU,62.00,12,29,20,48,19,71,0.27
H,Bio 1530,2015_SU,62.00,11,26,18,43,17,74,0.23
H,Bio 1530,2016_Fall,101.00,14,33,33,79,45,67,0.68
H,Bio 1530,2016_Fall,98.00,19,45,28,67,21,55,0.39
H,Bio 1530,2016_Fall,90.00,18,43,28,67,24,57,0.42
H,Bio 1530,2016_Fall,90.00,19,45,27,64,19,55,0.35
H,Bio 1530,2016_Fall,90.00,17,40,24,57,17,60,0.28
H,Bio 1530,2016_Fall,89.00,17,40,23,55,14,60,0.24
H,Bio 1530,2016_Fall,85.00,11,26,23,55,29,74,0.39
H,Bio 1530,2016_Fall,83.00,11,26,24,57,31,74,0.42
H,Bio 1530,2016_Fall,83.00,21,50,23,55,5,50,0.10
H,Bio 1530,2016_Fall,79.00,14,33,18,43,10,67,0.14
H,Bio 1530,2016_Fall,79.00,13,31,17,40,10,69,0.14
H,Bio 1530,2016_Fall,79.00,13,31,13,31,0,69,0.00
H,Bio 1530,2016_Fall,78.00,12,29,22,52,24,71,0.33
H,Bio 1530,2016_Fall,78.00,11,26,16,38,12,74,0.16
H,Bio 1530,2016_Fall,76.00,10,24,18,43,19,76,0.25
H,Bio 1530,2016_Fall,76.00,9,21,14,33,12,79,0.15
H,Bio 1530,2016_Fall,76.00,11,26,12,29,2,74,0.03
H,Bio 1530,2016_Fall,73.00,10,24,17,40,17,76,0.22
H,Bio 1530,2016_Fall,73.00,12,29,13,31,2,71,0.03
H,Bio 1530,2016_Fall,73.00,14,33,12,29,-5,67,0.00
H,Bio 1530,2016_Fall,73.00,13,31,13,31,0,69,0.00
H,Bio 1530,2016_Fall,68.00,7,17,16,38,21,83,0.26
H,Bio 1530,2016_Fall,67.00,11,26,14,33,7,74,0.10
H,Bio 1530,2016_Fall,66.00,9,21,13,31,10,79,0.12
H,Bio 1530,2016_Fall,66.00,15,36,14,33,-2,64,0.00
H,Bio 1530,2016_Fall,65.00,11,26,16,38,12,74,0.16
H,Bio 1530,2016_Fall,65.00,10,24,15,36,12,76,0.16
H,Bio 1530,2016_Fall,65.00,9,21,9,21,0,79,0.00
H,Bio 1530,2016_Fall,64.00,9,21,13,31,10,79,0.12
H,Bio 1530,2016_Fall,64.00,17,40,16,38,-2,60,0.00
H,Bio 1530,2016_Fall,62.00,6,14,9,21,7,86,0.08
H,Bio 1530,2016_Fall,62.00,13,31,15,36,5,69,0.07
H,Bio 1530,2016_Fall,60.00,11,26,13,31,5,74,0.06
H,Bio 1530,2016_Fall,59.00,14,33,17,40,7,67,0.11
H,Bio 1530,2016_Fall,58.00,15,36,9,21,-14,64,0.00
H,Bio 1530,2016_Fall,55.00,5,12,16,38,26,88,0.30
H,Bio 1530,2016_Fall,55.00,11,26,11,26,0,74,0.00
H,Bio 1530,2016_Fall,54.00,8,19,11,26,7,81,0.09
H,Bio 1530,2016_Fall,53.00,8,19,6,14,-5,81,0.00
H,Bio 1530,2016_Fall,53.00,10,24,10,24,0,76,0.00
H,Bio 1530,2016_Fall,52.00,9,21,14,33,12,79,0.15
H,Bio 1530,2016_Fall,51.00,9,21,10,24,2,79,0.03
H,Bio 1530,2016_Fall,51.00,14,33,11,26,-7,67,0.00
H,Bio 1530,2016_Fall,51.00,8,19,8,19,0,81,0.00
H,Bio 1530,2016_Fall,46.00,7,17,9,21,5,83,0.06
H,Bio 1530,2016_Fall,44.00,13,31,11,26,-5,69,0.00
